#SeqID	Length	Prediction
neg_5	500	Chromosome
neg_6	500	Plasmid
neg_7	500	Chromosome
neg_8	500	Chromosome
neg_9	500	Plasmid
neg_10	500	Plasmid
neg_11	500	Plasmid
neg_12	500	Chromosome
neg_13	500	Chromosome
neg_14	500	Chromosome
neg_15	500	Chromosome
neg_16	500	Chromosome
neg_17	500	Chromosome
neg_18	500	Plasmid
neg_19	500	Plasmid
neg_20	500	Plasmid
neg_21	500	Chromosome
neg_22	500	Plasmid
neg_23	500	Chromosome
neg_24	500	Chromosome
neg_25	500	Plasmid
neg_26	500	Chromosome
neg_27	500	Plasmid
neg_28	500	Chromosome
neg_29	500	Plasmid
neg_30	500	Chromosome
neg_31	500	Plasmid
neg_32	500	Chromosome
neg_33	500	Chromosome
neg_34	500	Chromosome
neg_35	500	Plasmid
neg_36	500	Plasmid
neg_37	500	Chromosome
neg_38	500	Chromosome
neg_39	500	Plasmid
neg_40	500	Plasmid
neg_41	500	Plasmid
neg_42	500	Plasmid
neg_43	500	Plasmid
neg_44	500	Chromosome
neg_45	500	Chromosome
neg_46	500	Chromosome
neg_47	500	Chromosome
neg_48	500	Plasmid
neg_49	500	Chromosome
neg_50	500	Chromosome
neg_51	500	Chromosome
neg_52	500	Chromosome
neg_53	500	Plasmid
neg_54	500	Plasmid
neg_55	500	Plasmid
neg_56	500	Chromosome
neg_57	500	Chromosome
neg_58	500	Chromosome
neg_59	500	Chromosome
neg_60	500	Plasmid
neg_61	500	Chromosome
neg_62	500	Chromosome
neg_63	500	Chromosome
neg_64	500	Chromosome
neg_65	500	Chromosome
neg_66	500	Chromosome
neg_67	500	Plasmid
neg_68	500	Chromosome
neg_69	500	Chromosome
neg_70	500	Plasmid
neg_71	500	Chromosome
neg_72	500	Plasmid
neg_73	500	Chromosome
neg_74	500	Plasmid
neg_75	500	Plasmid
neg_76	500	Chromosome
neg_77	500	Chromosome
neg_78	500	Chromosome
neg_79	500	Plasmid
neg_80	500	Chromosome
neg_81	500	Plasmid
neg_82	500	Plasmid
neg_83	500	Chromosome
neg_84	500	Chromosome
neg_85	500	Plasmid
neg_86	500	Plasmid
neg_87	500	Chromosome
neg_88	500	Plasmid
neg_89	500	Chromosome
neg_90	500	Chromosome
neg_91	500	Plasmid
neg_92	500	Chromosome
neg_93	500	Chromosome
neg_94	500	Chromosome
neg_95	500	Chromosome
neg_96	500	Chromosome
neg_97	500	Chromosome
neg_98	500	Plasmid
neg_99	500	Chromosome
neg_100	500	Chromosome
neg_101	500	Chromosome
neg_102	500	Chromosome
neg_103	500	Chromosome
neg_104	500	Chromosome
neg_105	500	Chromosome
neg_106	500	Chromosome
neg_107	500	Chromosome
neg_108	500	Plasmid
neg_109	500	Chromosome
neg_110	500	Plasmid
neg_111	500	Plasmid
neg_112	500	Chromosome
neg_113	500	Plasmid
neg_114	500	Chromosome
neg_115	500	Chromosome
neg_116	500	Chromosome
neg_117	500	Chromosome
neg_118	500	Chromosome
neg_119	500	Plasmid
neg_120	500	Chromosome
neg_121	500	Plasmid
neg_122	500	Chromosome
neg_123	500	Chromosome
neg_124	500	Chromosome
neg_125	500	Plasmid
neg_126	500	Plasmid
neg_127	500	Plasmid
neg_128	500	Chromosome
neg_129	500	Plasmid
neg_130	500	Chromosome
neg_131	500	Chromosome
neg_132	500	Plasmid
neg_133	500	Chromosome
neg_134	500	Chromosome
neg_135	500	Plasmid
neg_136	500	Chromosome
neg_137	500	Chromosome
neg_138	500	Chromosome
neg_139	500	Chromosome
neg_140	500	Chromosome
neg_141	500	Plasmid
neg_142	500	Chromosome
neg_143	500	Chromosome
neg_144	500	Chromosome
neg_145	500	Chromosome
neg_146	500	Chromosome
neg_147	500	Plasmid
neg_148	500	Plasmid
neg_149	500	Chromosome
neg_150	500	Chromosome
neg_151	500	Chromosome
neg_152	500	Chromosome
neg_153	500	Plasmid
neg_154	500	Plasmid
neg_155	500	Plasmid
neg_156	500	Chromosome
neg_157	500	Chromosome
neg_158	500	Chromosome
neg_159	500	Chromosome
neg_160	500	Plasmid
neg_161	500	Chromosome
neg_162	500	Plasmid
neg_163	500	Plasmid
neg_164	500	Plasmid
neg_165	500	Plasmid
neg_166	500	Plasmid
neg_167	500	Plasmid
neg_168	500	Plasmid
neg_169	500	Chromosome
neg_170	500	Chromosome
neg_171	500	Chromosome
neg_172	500	Plasmid
neg_173	500	Chromosome
neg_174	500	Chromosome
neg_175	500	Plasmid
neg_176	500	Chromosome
neg_177	500	Plasmid
neg_178	500	Plasmid
neg_179	500	Chromosome
neg_180	500	Chromosome
neg_181	500	Chromosome
neg_182	500	Plasmid
neg_183	500	Plasmid
neg_184	500	Chromosome
neg_185	500	Plasmid
neg_186	500	Plasmid
neg_187	500	Plasmid
neg_188	500	Plasmid
neg_189	500	Plasmid
neg_190	500	Chromosome
neg_191	500	Plasmid
neg_192	500	Chromosome
neg_193	500	Chromosome
neg_194	500	Plasmid
neg_195	500	Chromosome
neg_196	500	Chromosome
neg_197	500	Chromosome
neg_198	500	Chromosome
neg_199	500	Chromosome
neg_200	500	Chromosome
neg_201	500	Plasmid
neg_202	500	Plasmid
neg_203	500	Plasmid
neg_204	500	Plasmid
neg_205	500	Plasmid
neg_206	500	Chromosome
neg_207	500	Chromosome
neg_208	500	Chromosome
neg_209	500	Chromosome
neg_210	500	Plasmid
neg_211	500	Plasmid
neg_212	500	Chromosome
neg_213	500	Plasmid
neg_214	500	Plasmid
neg_215	500	Chromosome
neg_216	500	Chromosome
neg_217	500	Plasmid
neg_218	500	Chromosome
neg_219	500	Plasmid
neg_220	500	Chromosome
neg_221	500	Chromosome
neg_222	500	Plasmid
neg_223	500	Plasmid
neg_224	500	Plasmid
neg_225	500	Chromosome
neg_226	500	Plasmid
neg_227	500	Plasmid
neg_228	500	Chromosome
neg_229	500	Chromosome
neg_230	500	Chromosome
neg_231	500	Chromosome
neg_232	500	Plasmid
neg_233	500	Plasmid
neg_234	500	Chromosome
neg_235	500	Plasmid
neg_236	500	Plasmid
neg_237	500	Chromosome
neg_238	500	Chromosome
neg_239	500	Plasmid
neg_240	500	Plasmid
neg_241	500	Chromosome
neg_242	500	Chromosome
neg_243	500	Plasmid
neg_244	500	Chromosome
neg_245	500	Chromosome
neg_246	500	Plasmid
neg_247	500	Plasmid
neg_248	500	Plasmid
neg_249	500	Chromosome
neg_250	500	Chromosome
neg_251	500	Chromosome
neg_252	500	Chromosome
neg_253	500	Plasmid
neg_254	500	Chromosome
neg_255	500	Chromosome
neg_256	500	Plasmid
neg_257	500	Chromosome
neg_258	500	Chromosome
neg_259	500	Plasmid
neg_260	500	Plasmid
neg_261	500	Chromosome
neg_262	500	Chromosome
neg_263	500	Plasmid
neg_264	500	Chromosome
neg_265	500	Chromosome
neg_266	500	Chromosome
neg_267	500	Chromosome
neg_268	500	Plasmid
neg_269	500	Chromosome
neg_270	500	Plasmid
neg_271	500	Plasmid
neg_272	500	Chromosome
neg_273	500	Chromosome
neg_274	500	Chromosome
neg_275	500	Plasmid
neg_276	500	Chromosome
neg_277	500	Plasmid
neg_278	500	Chromosome
neg_279	500	Chromosome
neg_280	500	Plasmid
neg_281	500	Plasmid
neg_282	500	Plasmid
neg_283	500	Plasmid
neg_284	500	Chromosome
neg_285	500	Chromosome
neg_286	500	Plasmid
neg_287	500	Chromosome
neg_288	500	Plasmid
neg_289	500	Chromosome
neg_290	500	Chromosome
neg_291	500	Chromosome
neg_292	500	Chromosome
neg_293	500	Plasmid
neg_294	500	Chromosome
neg_295	500	Plasmid
neg_296	500	Plasmid
neg_297	500	Chromosome
neg_298	500	Plasmid
neg_299	500	Chromosome
neg_300	500	Plasmid
neg_301	500	Chromosome
neg_302	500	Chromosome
neg_303	500	Plasmid
neg_304	500	Plasmid
neg_305	500	Plasmid
neg_306	500	Plasmid
neg_307	500	Chromosome
neg_308	500	Chromosome
neg_309	500	Plasmid
neg_310	500	Plasmid
neg_311	500	Plasmid
neg_312	500	Chromosome
neg_313	500	Plasmid
neg_314	500	Chromosome
neg_315	500	Plasmid
neg_316	500	Chromosome
neg_317	500	Chromosome
neg_318	500	Plasmid
neg_319	500	Chromosome
neg_320	500	Plasmid
neg_321	500	Chromosome
neg_322	500	Plasmid
neg_323	500	Chromosome
neg_324	500	Plasmid
neg_325	500	Chromosome
neg_326	500	Plasmid
neg_327	500	Plasmid
neg_328	500	Chromosome
neg_329	500	Plasmid
neg_330	500	Plasmid
neg_331	500	Plasmid
neg_332	500	Chromosome
neg_333	500	Plasmid
neg_334	500	Chromosome
neg_335	500	Chromosome
neg_336	500	Plasmid
neg_337	500	Chromosome
neg_338	500	Plasmid
neg_339	500	Chromosome
neg_340	500	Plasmid
neg_341	500	Plasmid
neg_342	500	Plasmid
neg_343	500	Plasmid
neg_344	500	Chromosome
neg_345	500	Plasmid
neg_346	500	Chromosome
neg_347	500	Chromosome
neg_348	500	Plasmid
neg_349	500	Plasmid
neg_350	500	Chromosome
neg_351	500	Plasmid
neg_352	500	Chromosome
neg_353	500	Chromosome
neg_354	500	Chromosome
neg_355	500	Chromosome
neg_356	500	Chromosome
neg_357	500	Chromosome
neg_358	500	Chromosome
neg_359	500	Chromosome
neg_360	500	Plasmid
neg_361	500	Chromosome
neg_362	500	Chromosome
neg_363	500	Plasmid
neg_364	500	Plasmid
neg_365	500	Chromosome
neg_366	500	Plasmid
neg_367	500	Plasmid
neg_368	500	Plasmid
neg_369	500	Chromosome
neg_370	500	Chromosome
neg_371	500	Plasmid
neg_372	500	Chromosome
neg_373	500	Chromosome
neg_374	500	Plasmid
neg_375	500	Chromosome
neg_376	500	Chromosome
neg_377	500	Chromosome
neg_378	500	Chromosome
neg_379	500	Chromosome
neg_380	500	Chromosome
neg_381	500	Chromosome
neg_382	500	Chromosome
neg_383	500	Chromosome
neg_384	500	Chromosome
neg_385	500	Plasmid
neg_386	500	Chromosome
neg_387	500	Chromosome
neg_388	500	Chromosome
neg_389	500	Chromosome
neg_390	500	Chromosome
neg_391	500	Chromosome
neg_392	500	Chromosome
neg_393	500	Chromosome
neg_394	500	Chromosome
neg_395	500	Plasmid
neg_396	500	Chromosome
neg_397	500	Plasmid
neg_398	500	Plasmid
neg_399	500	Chromosome
neg_400	500	Plasmid
neg_401	500	Chromosome
neg_402	500	Chromosome
neg_403	500	Chromosome
neg_404	500	Chromosome
neg_405	500	Chromosome
neg_406	500	Chromosome
neg_407	500	Plasmid
neg_408	500	Plasmid
neg_409	500	Chromosome
neg_410	500	Chromosome
neg_411	500	Chromosome
neg_412	500	Plasmid
neg_413	500	Chromosome
neg_414	500	Plasmid
neg_415	500	Chromosome
neg_416	500	Plasmid
neg_417	500	Chromosome
neg_418	500	Plasmid
neg_419	500	Plasmid
neg_420	500	Chromosome
neg_421	500	Chromosome
neg_422	500	Chromosome
neg_423	500	Chromosome
neg_424	500	Plasmid
neg_425	500	Plasmid
neg_426	500	Plasmid
neg_427	500	Chromosome
neg_428	500	Plasmid
neg_429	500	Chromosome
neg_430	500	Plasmid
neg_431	500	Plasmid
neg_432	500	Chromosome
neg_433	500	Chromosome
neg_434	500	Chromosome
neg_435	500	Plasmid
neg_436	500	Plasmid
neg_437	500	Plasmid
neg_438	500	Chromosome
neg_439	500	Plasmid
neg_440	500	Plasmid
neg_441	500	Plasmid
neg_442	500	Plasmid
neg_443	500	Chromosome
neg_444	500	Plasmid
neg_445	500	Plasmid
neg_446	500	Plasmid
neg_447	500	Chromosome
neg_448	500	Chromosome
neg_449	500	Chromosome
neg_450	500	Plasmid
neg_451	500	Chromosome
neg_452	500	Chromosome
neg_453	500	Chromosome
neg_454	500	Chromosome
neg_455	500	Chromosome
neg_456	500	Plasmid
neg_457	500	Plasmid
neg_458	500	Chromosome
neg_459	500	Chromosome
neg_460	500	Chromosome
neg_461	500	Chromosome
neg_462	500	Chromosome
neg_463	500	Plasmid
neg_464	500	Chromosome
neg_465	500	Plasmid
neg_466	500	Chromosome
neg_467	500	Chromosome
neg_468	500	Chromosome
neg_469	500	Chromosome
neg_470	500	Plasmid
neg_471	500	Chromosome
neg_472	500	Chromosome
neg_473	500	Plasmid
neg_474	500	Chromosome
neg_475	500	Plasmid
neg_476	500	Plasmid
neg_477	500	Chromosome
neg_478	500	Chromosome
neg_479	500	Plasmid
neg_480	500	Plasmid
neg_481	500	Chromosome
neg_482	500	Plasmid
neg_483	500	Plasmid
neg_484	500	Chromosome
neg_485	500	Chromosome
neg_486	500	Plasmid
neg_487	500	Chromosome
neg_488	500	Plasmid
neg_489	500	Chromosome
neg_490	500	Plasmid
neg_491	500	Plasmid
neg_492	500	Plasmid
neg_493	500	Chromosome
neg_494	500	Chromosome
neg_495	500	Plasmid
neg_496	500	Chromosome
neg_497	500	Chromosome
neg_498	500	Plasmid
neg_499	500	Chromosome
neg_500	500	Plasmid
neg_501	500	Plasmid
neg_502	500	Plasmid
neg_503	500	Plasmid
neg_504	500	Plasmid
neg_505	500	Chromosome
neg_506	500	Chromosome
neg_507	500	Chromosome
neg_508	500	Plasmid
neg_509	500	Chromosome
neg_510	500	Chromosome
neg_511	500	Chromosome
neg_512	500	Plasmid
neg_513	500	Chromosome
neg_514	500	Chromosome
neg_515	500	Chromosome
neg_516	500	Plasmid
neg_517	500	Plasmid
neg_518	500	Chromosome
neg_519	500	Chromosome
neg_520	500	Chromosome
neg_521	500	Plasmid
neg_522	500	Chromosome
neg_523	500	Plasmid
neg_524	500	Plasmid
neg_525	500	Plasmid
neg_526	500	Chromosome
neg_527	500	Chromosome
neg_528	500	Plasmid
neg_529	500	Chromosome
neg_530	500	Plasmid
neg_531	500	Chromosome
neg_532	500	Chromosome
neg_533	500	Plasmid
neg_534	500	Plasmid
neg_535	500	Chromosome
neg_536	500	Plasmid
neg_537	500	Plasmid
neg_538	500	Chromosome
neg_539	500	Chromosome
neg_540	500	Plasmid
neg_541	500	Plasmid
neg_542	500	Plasmid
neg_543	500	Plasmid
neg_544	500	Plasmid
neg_545	500	Chromosome
neg_546	500	Chromosome
neg_547	500	Plasmid
neg_548	500	Chromosome
neg_549	500	Chromosome
neg_550	500	Plasmid
neg_551	500	Chromosome
neg_552	500	Chromosome
neg_553	500	Chromosome
neg_554	500	Plasmid
neg_555	500	Chromosome
neg_556	500	Chromosome
neg_557	500	Plasmid
neg_558	500	Plasmid
neg_559	500	Chromosome
neg_560	500	Plasmid
neg_561	500	Chromosome
neg_562	500	Chromosome
neg_563	500	Chromosome
neg_564	500	Plasmid
neg_565	500	Chromosome
neg_566	500	Chromosome
neg_567	500	Chromosome
neg_568	500	Chromosome
neg_569	500	Plasmid
neg_570	500	Chromosome
neg_571	500	Plasmid
neg_572	500	Chromosome
neg_573	500	Plasmid
neg_574	500	Plasmid
neg_575	500	Chromosome
neg_576	500	Plasmid
neg_577	500	Chromosome
neg_578	500	Chromosome
neg_579	500	Plasmid
neg_580	500	Plasmid
neg_581	500	Chromosome
neg_582	500	Plasmid
neg_583	500	Chromosome
neg_584	500	Chromosome
neg_585	500	Plasmid
neg_586	500	Chromosome
neg_587	500	Chromosome
neg_588	500	Plasmid
neg_589	500	Chromosome
neg_590	500	Chromosome
neg_591	500	Plasmid
neg_592	500	Plasmid
neg_593	500	Plasmid
neg_594	500	Chromosome
neg_595	500	Plasmid
neg_596	500	Chromosome
neg_597	500	Chromosome
neg_598	500	Plasmid
neg_599	500	Plasmid
neg_600	500	Chromosome
neg_601	500	Chromosome
neg_602	500	Chromosome
neg_603	500	Chromosome
neg_604	500	Plasmid
neg_605	500	Chromosome
neg_606	500	Chromosome
neg_607	500	Chromosome
neg_608	500	Chromosome
neg_609	500	Plasmid
neg_610	500	Plasmid
neg_611	500	Plasmid
neg_612	500	Plasmid
neg_613	500	Chromosome
neg_614	500	Plasmid
neg_615	500	Chromosome
neg_616	500	Chromosome
neg_617	500	Plasmid
neg_618	500	Plasmid
neg_619	500	Plasmid
neg_620	500	Plasmid
neg_621	500	Plasmid
neg_622	500	Chromosome
neg_623	500	Chromosome
neg_624	500	Chromosome
neg_625	500	Plasmid
neg_626	500	Chromosome
neg_627	500	Chromosome
neg_628	500	Plasmid
neg_629	500	Chromosome
neg_630	500	Plasmid
neg_631	500	Plasmid
neg_632	500	Plasmid
neg_633	500	Plasmid
neg_634	500	Plasmid
neg_635	500	Chromosome
neg_636	500	Chromosome
neg_637	500	Plasmid
neg_638	500	Plasmid
neg_639	500	Chromosome
neg_640	500	Chromosome
neg_641	500	Chromosome
neg_642	500	Plasmid
neg_643	500	Chromosome
neg_644	500	Plasmid
neg_645	500	Chromosome
neg_646	500	Chromosome
neg_647	500	Chromosome
neg_648	500	Plasmid
neg_649	500	Plasmid
neg_650	500	Plasmid
neg_651	500	Plasmid
neg_652	500	Plasmid
neg_653	500	Chromosome
neg_654	500	Chromosome
neg_655	500	Chromosome
neg_656	500	Chromosome
neg_657	500	Plasmid
neg_658	500	Chromosome
neg_659	500	Chromosome
neg_660	500	Chromosome
neg_661	500	Plasmid
neg_662	500	Plasmid
neg_663	500	Plasmid
neg_664	500	Chromosome
neg_665	500	Plasmid
neg_666	500	Chromosome
neg_667	500	Chromosome
neg_668	500	Plasmid
neg_669	500	Chromosome
neg_670	500	Chromosome
neg_671	500	Plasmid
neg_672	500	Chromosome
neg_673	500	Plasmid
neg_674	500	Chromosome
neg_675	500	Chromosome
neg_676	500	Chromosome
neg_677	500	Chromosome
neg_678	500	Plasmid
neg_679	500	Chromosome
neg_680	500	Chromosome
neg_681	500	Plasmid
neg_682	500	Chromosome
neg_683	500	Plasmid
neg_684	500	Chromosome
neg_685	500	Chromosome
neg_686	500	Chromosome
neg_687	500	Chromosome
neg_688	500	Chromosome
neg_689	500	Chromosome
neg_690	500	Chromosome
neg_691	500	Plasmid
neg_692	500	Plasmid
neg_693	500	Chromosome
neg_694	500	Chromosome
neg_695	500	Plasmid
neg_696	500	Chromosome
neg_697	500	Plasmid
neg_698	500	Chromosome
neg_699	500	Chromosome
neg_700	500	Plasmid
neg_701	500	Plasmid
neg_702	500	Chromosome
neg_703	500	Plasmid
neg_704	500	Chromosome
neg_705	500	Chromosome
neg_706	500	Plasmid
neg_707	500	Plasmid
neg_708	500	Chromosome
neg_709	500	Chromosome
neg_710	500	Plasmid
neg_711	500	Chromosome
neg_712	500	Plasmid
neg_713	500	Plasmid
neg_714	500	Chromosome
neg_715	500	Plasmid
neg_716	500	Chromosome
neg_717	500	Chromosome
neg_718	500	Chromosome
neg_719	500	Chromosome
neg_720	500	Chromosome
neg_721	500	Plasmid
neg_722	500	Plasmid
neg_723	500	Plasmid
neg_724	500	Chromosome
neg_725	500	Plasmid
neg_726	500	Plasmid
neg_727	500	Plasmid
neg_728	500	Plasmid
neg_729	500	Chromosome
neg_730	500	Chromosome
neg_731	500	Chromosome
neg_732	500	Chromosome
neg_733	500	Plasmid
neg_734	500	Plasmid
neg_735	500	Plasmid
neg_736	500	Chromosome
neg_737	500	Plasmid
neg_738	500	Chromosome
neg_739	500	Plasmid
neg_740	500	Plasmid
neg_741	500	Plasmid
neg_742	500	Plasmid
neg_743	500	Chromosome
neg_744	500	Plasmid
neg_745	500	Plasmid
neg_746	500	Plasmid
neg_747	500	Chromosome
neg_748	500	Chromosome
neg_749	500	Chromosome
neg_750	500	Plasmid
neg_751	500	Plasmid
neg_752	500	Chromosome
neg_753	500	Chromosome
neg_754	500	Chromosome
neg_755	500	Plasmid
neg_756	500	Plasmid
neg_757	500	Plasmid
neg_758	500	Chromosome
neg_759	500	Plasmid
neg_760	500	Plasmid
neg_761	500	Chromosome
neg_762	500	Chromosome
neg_763	500	Plasmid
neg_764	500	Chromosome
neg_765	500	Chromosome
neg_766	500	Chromosome
neg_767	500	Chromosome
neg_768	500	Plasmid
neg_769	500	Plasmid
neg_770	500	Chromosome
neg_771	500	Chromosome
neg_772	500	Plasmid
neg_773	500	Chromosome
neg_774	500	Chromosome
neg_775	500	Chromosome
neg_776	500	Chromosome
neg_777	500	Chromosome
neg_778	500	Plasmid
neg_779	500	Chromosome
neg_780	500	Plasmid
neg_781	500	Plasmid
neg_782	500	Plasmid
neg_783	500	Plasmid
neg_784	500	Chromosome
neg_785	500	Chromosome
neg_786	500	Plasmid
neg_787	500	Chromosome
neg_788	500	Chromosome
neg_789	500	Plasmid
neg_790	500	Plasmid
neg_791	500	Chromosome
neg_792	500	Chromosome
neg_793	500	Chromosome
neg_794	500	Plasmid
neg_795	500	Plasmid
neg_796	500	Plasmid
neg_797	500	Plasmid
neg_798	500	Plasmid
neg_799	500	Chromosome
neg_800	500	Chromosome
neg_801	500	Chromosome
neg_802	500	Plasmid
neg_803	500	Plasmid
neg_804	500	Plasmid
neg_805	500	Plasmid
neg_806	500	Plasmid
neg_807	500	Chromosome
neg_808	500	Chromosome
neg_809	500	Chromosome
neg_810	500	Chromosome
neg_811	500	Plasmid
neg_812	500	Plasmid
neg_813	500	Chromosome
neg_814	500	Chromosome
neg_815	500	Plasmid
neg_816	500	Chromosome
neg_817	500	Plasmid
neg_818	500	Plasmid
neg_819	500	Plasmid
neg_820	500	Plasmid
neg_821	500	Plasmid
neg_822	500	Chromosome
neg_823	500	Plasmid
neg_824	500	Chromosome
neg_825	500	Plasmid
neg_826	500	Plasmid
neg_827	500	Chromosome
neg_828	500	Chromosome
neg_829	500	Chromosome
neg_830	500	Plasmid
neg_831	500	Chromosome
neg_832	500	Chromosome
neg_833	500	Plasmid
neg_834	500	Chromosome
neg_835	500	Plasmid
neg_836	500	Plasmid
neg_837	500	Chromosome
neg_838	500	Chromosome
neg_839	500	Chromosome
neg_840	500	Chromosome
neg_841	500	Plasmid
neg_842	500	Chromosome
neg_843	500	Chromosome
neg_844	500	Plasmid
neg_845	500	Chromosome
neg_846	500	Plasmid
neg_847	500	Chromosome
neg_848	500	Plasmid
neg_849	500	Chromosome
neg_850	500	Chromosome
neg_851	500	Chromosome
neg_852	500	Chromosome
neg_853	500	Plasmid
neg_854	500	Chromosome
neg_855	500	Plasmid
neg_856	500	Plasmid
neg_857	500	Plasmid
neg_858	500	Chromosome
neg_859	500	Chromosome
neg_860	500	Plasmid
neg_861	500	Plasmid
neg_862	500	Chromosome
neg_863	500	Chromosome
neg_864	500	Chromosome
neg_865	500	Chromosome
neg_866	500	Plasmid
neg_867	500	Chromosome
neg_868	500	Plasmid
neg_869	500	Plasmid
neg_870	500	Plasmid
neg_871	500	Chromosome
neg_872	500	Plasmid
neg_873	500	Chromosome
neg_874	500	Chromosome
neg_875	500	Chromosome
neg_876	500	Plasmid
neg_877	500	Plasmid
neg_878	500	Chromosome
neg_879	500	Chromosome
neg_880	500	Plasmid
neg_881	500	Plasmid
neg_882	500	Chromosome
neg_883	500	Plasmid
neg_884	500	Plasmid
neg_885	500	Plasmid
neg_886	500	Chromosome
neg_887	500	Plasmid
neg_888	500	Chromosome
neg_889	500	Chromosome
neg_890	500	Chromosome
neg_891	500	Chromosome
neg_892	500	Plasmid
neg_893	500	Plasmid
neg_894	500	Plasmid
neg_895	500	Plasmid
neg_896	500	Chromosome
neg_897	500	Chromosome
neg_898	500	Plasmid
neg_899	500	Chromosome
neg_900	500	Plasmid
neg_901	500	Chromosome
neg_902	500	Chromosome
neg_903	500	Plasmid
neg_904	500	Chromosome
neg_905	500	Chromosome
neg_906	500	Plasmid
neg_907	500	Plasmid
neg_908	500	Chromosome
neg_909	500	Plasmid
neg_910	500	Chromosome
neg_911	500	Chromosome
neg_912	500	Chromosome
neg_913	500	Plasmid
neg_914	500	Plasmid
neg_915	500	Chromosome
neg_916	500	Chromosome
neg_917	500	Plasmid
neg_918	500	Chromosome
neg_919	500	Plasmid
neg_920	500	Chromosome
neg_921	500	Plasmid
neg_922	500	Chromosome
neg_923	500	Chromosome
neg_924	500	Plasmid
neg_925	500	Chromosome
neg_926	500	Plasmid
neg_927	500	Plasmid
neg_928	500	Plasmid
neg_929	500	Chromosome
neg_930	500	Chromosome
neg_931	500	Plasmid
neg_932	500	Plasmid
neg_933	500	Chromosome
neg_934	500	Plasmid
neg_935	500	Chromosome
neg_936	500	Chromosome
neg_937	500	Plasmid
neg_938	500	Plasmid
neg_939	500	Plasmid
neg_940	500	Chromosome
neg_941	500	Chromosome
neg_942	500	Plasmid
neg_943	500	Chromosome
neg_944	500	Plasmid
neg_945	500	Chromosome
neg_946	500	Chromosome
neg_947	500	Plasmid
neg_948	500	Chromosome
neg_949	500	Chromosome
neg_950	500	Plasmid
neg_951	500	Plasmid
neg_952	500	Chromosome
neg_953	500	Chromosome
neg_954	500	Chromosome
neg_955	500	Chromosome
neg_956	500	Plasmid
neg_957	500	Chromosome
neg_958	500	Chromosome
neg_959	500	Plasmid
neg_960	500	Chromosome
neg_961	500	Chromosome
neg_962	500	Plasmid
neg_963	500	Chromosome
neg_964	500	Plasmid
neg_965	500	Chromosome
neg_966	500	Chromosome
neg_967	500	Plasmid
neg_968	500	Chromosome
neg_969	500	Plasmid
neg_970	500	Chromosome
neg_971	500	Plasmid
neg_972	500	Chromosome
neg_973	500	Chromosome
neg_974	500	Plasmid
neg_975	500	Chromosome
neg_976	500	Chromosome
neg_977	500	Chromosome
neg_978	500	Chromosome
neg_979	500	Chromosome
neg_980	500	Plasmid
neg_981	500	Plasmid
neg_982	500	Plasmid
