#SeqID	Length	Prediction
NODE_412_length_1829_cov_2.43405_ID_72956	1829	Chromosome
NODE_413_length_1822_cov_1.83928_ID_72962	1822	Plasmid
NODE_414_length_1819_cov_2.62812_ID_72546	1819	Chromosome
NODE_415_length_1817_cov_2.09478_ID_72968	1817	Chromosome
NODE_416_length_1815_cov_2.38352_ID_72970	1815	Plasmid
NODE_417_length_1809_cov_1.91391_ID_72976	1809	Chromosome
NODE_418_length_1808_cov_2.68226_ID_72352	1808	Plasmid
NODE_419_length_1805_cov_2.59886_ID_72986	1805	Plasmid
NODE_420_length_1801_cov_2.39347_ID_71774	1801	Chromosome
NODE_421_length_1794_cov_2.40253_ID_71452	1794	Chromosome
NODE_422_length_1790_cov_2.69049_ID_72346	1790	Chromosome
NODE_423_length_1790_cov_2.01383_ID_73000	1790	Chromosome
NODE_424_length_1789_cov_1.91061_ID_71684	1789	Plasmid
NODE_425_length_1788_cov_2.64282_ID_73002	1788	Plasmid
NODE_426_length_1786_cov_1.88619_ID_73004	1786	Chromosome
NODE_427_length_1780_cov_2.29391_ID_71818	1780	Chromosome
NODE_428_length_1780_cov_2.44232_ID_73010	1780	Chromosome
NODE_429_length_1777_cov_2.036_ID_73012	1777	Plasmid
NODE_430_length_1775_cov_2.77965_ID_73022	1775	Chromosome
NODE_431_length_1773_cov_1.91967_ID_73024	1773	Plasmid
NODE_432_length_1772_cov_2.10425_ID_73026	1772	Chromosome
NODE_433_length_1760_cov_2.61056_ID_72600	1760	Chromosome
NODE_434_length_1759_cov_2.22124_ID_72610	1759	Plasmid
NODE_435_length_1758_cov_1.46095_ID_73032	1758	Chromosome
NODE_436_length_1757_cov_2.10811_ID_71434	1757	Chromosome
NODE_437_length_1737_cov_2.06302_ID_72584	1737	Chromosome
NODE_438_length_1736_cov_1.41166_ID_73038	1736	Plasmid
NODE_439_length_1736_cov_2.58775_ID_71966	1736	Plasmid
NODE_440_length_1736_cov_1.98513_ID_73040	1736	Chromosome
NODE_441_length_1736_cov_1.55205_ID_73042	1736	Plasmid
NODE_442_length_1732_cov_1.91473_ID_72510	1732	Plasmid
NODE_443_length_1730_cov_1.71463_ID_73048	1730	Chromosome
NODE_444_length_1727_cov_2.35467_ID_71458	1727	Chromosome
NODE_445_length_1726_cov_2.13645_ID_71632	1726	Chromosome
NODE_446_length_1720_cov_2.24685_ID_73058	1720	Chromosome
NODE_447_length_1719_cov_2.04567_ID_73060	1719	Plasmid
NODE_448_length_1717_cov_2.13117_ID_72412	1717	Chromosome
NODE_449_length_1717_cov_2.35259_ID_73062	1717	Chromosome
NODE_450_length_1716_cov_2.4991_ID_72090	1716	Chromosome
NODE_451_length_1715_cov_2.78735_ID_71746	1715	Chromosome
NODE_452_length_1713_cov_1.67491_ID_72006	1713	Chromosome
NODE_453_length_1712_cov_1.8268_ID_71760	1712	Chromosome
NODE_454_length_1710_cov_2.26828_ID_72702	1710	Plasmid
NODE_455_length_1708_cov_154.528_ID_73072	1708	Chromosome
NODE_456_length_1707_cov_2.19915_ID_72690	1707	Chromosome
NODE_457_length_1706_cov_1.89279_ID_72078	1706	Plasmid
NODE_458_length_1706_cov_2.03089_ID_71660	1706	Chromosome
NODE_459_length_1705_cov_2.28485_ID_73074	1705	Chromosome
NODE_460_length_1702_cov_2.22465_ID_73076	1702	Plasmid
NODE_461_length_1701_cov_29.8147_ID_73078	1701	Plasmid
NODE_462_length_1700_cov_1.87173_ID_73080	1700	Chromosome
NODE_463_length_1698_cov_1.88618_ID_72296	1698	Chromosome
NODE_464_length_1696_cov_2.67581_ID_72158	1696	Chromosome
NODE_465_length_1696_cov_1.99634_ID_73082	1696	Chromosome
NODE_466_length_1696_cov_2.24924_ID_72220	1696	Chromosome
NODE_467_length_1694_cov_2.26052_ID_73084	1694	Chromosome
NODE_468_length_1691_cov_1.98961_ID_73086	1691	Chromosome
NODE_469_length_1689_cov_3.36597_ID_73092	1689	Plasmid
NODE_470_length_1687_cov_1.99571_ID_73094	1687	Chromosome
NODE_471_length_1687_cov_2.42157_ID_73096	1687	Chromosome
NODE_472_length_1681_cov_2.83887_ID_72580	1681	Chromosome
NODE_473_length_1680_cov_1.944_ID_73098	1680	Chromosome
NODE_474_length_1679_cov_2.29926_ID_73100	1679	Chromosome
NODE_475_length_1676_cov_2.26342_ID_71892	1676	Plasmid
NODE_476_length_1675_cov_2.35_ID_72574	1675	Plasmid
NODE_477_length_1672_cov_2.06679_ID_73108	1672	Chromosome
NODE_478_length_1670_cov_3.00805_ID_71792	1670	Chromosome
NODE_479_length_1666_cov_2.27312_ID_73120	1666	Chromosome
NODE_480_length_1665_cov_2.75963_ID_72270	1665	Plasmid
NODE_481_length_1664_cov_2.11995_ID_72156	1664	Chromosome
NODE_482_length_1664_cov_2.05158_ID_71890	1664	Chromosome
NODE_483_length_1662_cov_2.17424_ID_71480	1662	Chromosome
NODE_484_length_1662_cov_2.09583_ID_73126	1662	Plasmid
NODE_485_length_1660_cov_1.98692_ID_73132	1660	Chromosome
NODE_486_length_1657_cov_2.16417_ID_73138	1657	Chromosome
NODE_487_length_1657_cov_1.99001_ID_71548	1657	Plasmid
NODE_488_length_1657_cov_1.72971_ID_72138	1657	Plasmid
NODE_489_length_1655_cov_1.825_ID_73140	1655	Chromosome
NODE_490_length_1654_cov_2.62727_ID_71896	1654	Chromosome
NODE_491_length_1648_cov_2.28562_ID_72666	1648	Chromosome
NODE_492_length_1646_cov_2.15336_ID_73146	1646	Chromosome
NODE_493_length_1645_cov_2.1478_ID_73148	1645	Plasmid
NODE_494_length_1644_cov_1.82316_ID_73150	1644	Chromosome
NODE_495_length_1643_cov_2.13224_ID_71894	1643	Chromosome
NODE_496_length_1640_cov_2.32555_ID_71910	1640	Chromosome
NODE_497_length_1639_cov_1.9577_ID_73156	1639	Chromosome
NODE_498_length_1639_cov_2.60795_ID_73158	1639	Chromosome
NODE_499_length_1637_cov_5.91783_ID_72308	1637	Plasmid
NODE_500_length_1635_cov_2.43734_ID_73160	1635	Chromosome
NODE_501_length_1634_cov_2.21406_ID_72444	1634	Plasmid
NODE_502_length_1634_cov_2.05193_ID_72670	1634	Plasmid
NODE_503_length_1630_cov_1.91429_ID_72696	1630	Chromosome
NODE_504_length_1628_cov_2.02988_ID_72026	1628	Chromosome
NODE_505_length_1624_cov_2.03123_ID_73166	1624	Plasmid
NODE_506_length_1623_cov_2.27679_ID_73172	1623	Chromosome
NODE_507_length_1621_cov_2.29693_ID_73174	1621	Chromosome
NODE_508_length_1619_cov_2.47506_ID_72422	1619	Chromosome
NODE_509_length_1618_cov_2.59053_ID_73180	1618	Plasmid
NODE_510_length_1616_cov_2.24471_ID_73186	1616	Chromosome
NODE_511_length_1614_cov_2.61578_ID_73188	1614	Chromosome
NODE_512_length_1614_cov_2.7338_ID_73190	1614	Chromosome
NODE_513_length_1613_cov_2.10013_ID_72714	1613	Chromosome
NODE_514_length_1612_cov_2.30636_ID_71838	1612	Chromosome
NODE_515_length_1607_cov_2.40206_ID_71576	1607	Chromosome
NODE_516_length_1606_cov_2.01032_ID_73192	1606	Chromosome
NODE_517_length_1602_cov_2.69166_ID_73194	1602	Chromosome
NODE_518_length_1601_cov_134.543_ID_73196	1601	Plasmid
NODE_519_length_1598_cov_1.77576_ID_73198	1598	Plasmid
NODE_520_length_1597_cov_1.88197_ID_73200	1597	Plasmid
NODE_521_length_1595_cov_2.55455_ID_71606	1595	Plasmid
NODE_522_length_1595_cov_2.43442_ID_71888	1595	Chromosome
NODE_523_length_1593_cov_2.07672_ID_73202	1593	Chromosome
NODE_524_length_1591_cov_2.32812_ID_72056	1591	Chromosome
NODE_525_length_1591_cov_1.95768_ID_73210	1591	Plasmid
NODE_526_length_1587_cov_2.01893_ID_73216	1587	Plasmid
NODE_527_length_1587_cov_2.25261_ID_73218	1587	Plasmid
NODE_528_length_1585_cov_2.5098_ID_73220	1585	Chromosome
NODE_529_length_1582_cov_1.84676_ID_71982	1582	Plasmid
NODE_530_length_1582_cov_2.09627_ID_73222	1582	Plasmid
NODE_531_length_1581_cov_2.36697_ID_72096	1581	Chromosome
NODE_532_length_1579_cov_1.62598_ID_72768	1579	Chromosome
NODE_533_length_1577_cov_2.21485_ID_73228	1577	Chromosome
NODE_534_length_1575_cov_2.23026_ID_71472	1575	Chromosome
NODE_535_length_1574_cov_2.12574_ID_72358	1574	Chromosome
NODE_536_length_1573_cov_1.81884_ID_73234	1573	Chromosome
NODE_537_length_1570_cov_3.03102_ID_73240	1570	Chromosome
NODE_538_length_1568_cov_2.17845_ID_72892	1568	Plasmid
NODE_539_length_1566_cov_2.30046_ID_73246	1566	Chromosome
NODE_540_length_1562_cov_2.73324_ID_73248	1562	Chromosome
NODE_541_length_1561_cov_2.28088_ID_72748	1561	Plasmid
NODE_542_length_1559_cov_2.62367_ID_72630	1559	Chromosome
NODE_543_length_1558_cov_1.73253_ID_73258	1558	Plasmid
NODE_544_length_1556_cov_2.81679_ID_72042	1556	Chromosome
NODE_545_length_1553_cov_2.22497_ID_73268	1553	Plasmid
NODE_546_length_1553_cov_2.02937_ID_73270	1553	Plasmid
NODE_547_length_1553_cov_2.249_ID_73272	1553	Chromosome
NODE_548_length_1552_cov_2.49098_ID_73274	1552	Chromosome
NODE_549_length_1547_cov_2.1374_ID_72862	1547	Plasmid
NODE_550_length_1546_cov_2.4393_ID_73276	1546	Chromosome
NODE_551_length_1546_cov_2.49027_ID_73278	1546	Chromosome
NODE_552_length_1544_cov_1.96038_ID_72172	1544	Plasmid
NODE_553_length_1544_cov_2.18737_ID_73280	1544	Chromosome
NODE_554_length_1543_cov_2.09812_ID_73282	1543	Chromosome
NODE_555_length_1541_cov_2.32503_ID_73284	1541	Chromosome
NODE_556_length_1541_cov_1.97106_ID_73286	1541	Plasmid
NODE_557_length_1538_cov_1.84895_ID_73288	1538	Chromosome
NODE_558_length_1538_cov_1.80108_ID_73290	1538	Chromosome
NODE_559_length_1535_cov_48.3635_ID_73292	1535	Chromosome
NODE_560_length_1532_cov_2.53351_ID_73294	1532	Chromosome
NODE_561_length_1531_cov_1.81775_ID_73296	1531	Chromosome
NODE_562_length_1527_cov_2.31861_ID_71832	1527	Chromosome
NODE_563_length_1527_cov_2.93003_ID_73302	1527	Chromosome
NODE_564_length_1524_cov_2.14159_ID_73304	1524	Chromosome
NODE_565_length_1521_cov_2.60164_ID_73306	1521	Plasmid
NODE_566_length_1517_cov_2.34063_ID_73308	1517	Chromosome
NODE_567_length_1516_cov_2.41615_ID_72520	1516	Plasmid
NODE_568_length_1516_cov_1.73785_ID_73310	1516	Chromosome
NODE_569_length_1513_cov_1.66667_ID_71716	1513	Chromosome
NODE_570_length_1513_cov_2.18861_ID_73316	1513	Chromosome
NODE_571_length_1512_cov_2.47907_ID_73318	1512	Plasmid
NODE_572_length_1511_cov_2.44505_ID_73320	1511	Chromosome
NODE_573_length_1511_cov_1.93132_ID_73322	1511	Chromosome
NODE_574_length_1508_cov_2.24639_ID_72530	1508	Plasmid
NODE_575_length_1502_cov_2.47616_ID_73340	1502	Chromosome
NODE_576_length_1502_cov_1.7443_ID_71848	1502	Plasmid
NODE_577_length_1498_cov_2.31601_ID_71830	1498	Chromosome
NODE_578_length_1498_cov_2.26611_ID_72286	1498	Chromosome
NODE_579_length_1498_cov_2.35412_ID_73356	1498	Chromosome
NODE_580_length_1497_cov_2.30028_ID_73358	1497	Plasmid
NODE_581_length_1496_cov_2.08189_ID_73360	1496	Chromosome
NODE_582_length_1496_cov_77.7432_ID_73362	1496	Chromosome
NODE_583_length_1495_cov_1.68194_ID_73364	1495	Plasmid
NODE_584_length_1495_cov_2.25069_ID_73366	1495	Chromosome
NODE_585_length_1494_cov_1.87839_ID_73368	1494	Plasmid
NODE_586_length_1493_cov_2.03199_ID_71968	1493	Chromosome
NODE_587_length_1491_cov_2.12744_ID_73370	1491	Plasmid
NODE_588_length_1486_cov_2.09504_ID_73372	1486	Chromosome
NODE_589_length_1484_cov_1.84815_ID_73374	1484	Plasmid
NODE_590_length_1483_cov_1.90546_ID_72136	1483	Chromosome
NODE_591_length_1483_cov_1.81303_ID_73376	1483	Chromosome
NODE_592_length_1481_cov_1.92146_ID_73378	1481	Chromosome
NODE_593_length_1481_cov_2.59888_ID_73380	1481	Chromosome
NODE_594_length_1479_cov_2.41924_ID_73382	1479	Chromosome
NODE_595_length_1477_cov_2.85654_ID_73388	1477	Plasmid
NODE_596_length_1477_cov_2.22996_ID_73390	1477	Chromosome
NODE_597_length_1477_cov_2.55977_ID_73392	1477	Chromosome
NODE_598_length_1476_cov_2.07882_ID_73394	1476	Plasmid
NODE_599_length_1475_cov_2.09718_ID_71586	1475	Chromosome
NODE_600_length_1474_cov_2.17407_ID_73396	1474	Chromosome
NODE_601_length_1472_cov_2.41849_ID_73398	1472	Plasmid
NODE_602_length_1471_cov_2.51412_ID_71530	1471	Chromosome
NODE_603_length_1470_cov_2.74417_ID_73400	1470	Chromosome
NODE_604_length_1469_cov_2.26521_ID_72148	1469	Chromosome
NODE_605_length_1469_cov_2.37341_ID_71476	1469	Plasmid
NODE_606_length_1467_cov_2.52125_ID_73402	1467	Plasmid
NODE_607_length_1466_cov_1.854_ID_73404	1466	Chromosome
NODE_608_length_1466_cov_2.76116_ID_73406	1466	Chromosome
NODE_609_length_1464_cov_2.09652_ID_73408	1464	Chromosome
NODE_610_length_1463_cov_2.40483_ID_73410	1463	Chromosome
NODE_611_length_1461_cov_2.94168_ID_73412	1461	Chromosome
NODE_612_length_1460_cov_1.87402_ID_73418	1460	Plasmid
NODE_613_length_1459_cov_2.04772_ID_73420	1459	Chromosome
NODE_614_length_1458_cov_2.70349_ID_73422	1458	Chromosome
NODE_615_length_1457_cov_2.74822_ID_71610	1457	Plasmid
NODE_616_length_1455_cov_2.03429_ID_73428	1455	Chromosome
NODE_617_length_1454_cov_2.3867_ID_73430	1454	Chromosome
NODE_618_length_1452_cov_1.80959_ID_73432	1452	Plasmid
NODE_619_length_1451_cov_1.80086_ID_73434	1451	Chromosome
NODE_620_length_1448_cov_1.59296_ID_73440	1448	Chromosome
NODE_621_length_1448_cov_2.54128_ID_73442	1448	Plasmid
NODE_622_length_1447_cov_1.92241_ID_73444	1447	Plasmid
NODE_623_length_1442_cov_2.05479_ID_73450	1442	Chromosome
NODE_624_length_1442_cov_2.48955_ID_73452	1442	Plasmid
NODE_625_length_1441_cov_2.1811_ID_73458	1441	Chromosome
NODE_626_length_1440_cov_2.19206_ID_71938	1440	Plasmid
NODE_627_length_1439_cov_2.52673_ID_73460	1439	Chromosome
NODE_628_length_1439_cov_2.08526_ID_71570	1439	Plasmid
NODE_629_length_1437_cov_2.57308_ID_71552	1437	Chromosome
NODE_630_length_1436_cov_2.88052_ID_73462	1436	Chromosome
NODE_631_length_1436_cov_2.23606_ID_72628	1436	Chromosome
NODE_632_length_1435_cov_2.52971_ID_72204	1435	Chromosome
NODE_633_length_1433_cov_46.2039_ID_73468	1433	Plasmid
NODE_634_length_1430_cov_2.18836_ID_72282	1430	Plasmid
NODE_635_length_1428_cov_1.67371_ID_73474	1428	Chromosome
NODE_636_length_1424_cov_2.33382_ID_73480	1424	Plasmid
NODE_637_length_1424_cov_2.28926_ID_73482	1424	Plasmid
NODE_638_length_1423_cov_2.30556_ID_73484	1423	Plasmid
NODE_639_length_1422_cov_2.71617_ID_73490	1422	Chromosome
NODE_640_length_1422_cov_2.34236_ID_73492	1422	Plasmid
NODE_641_length_1419_cov_2.93915_ID_73498	1419	Chromosome
NODE_642_length_1417_cov_2.04772_ID_73500	1417	Plasmid
NODE_643_length_1415_cov_2.25956_ID_72990	1415	Plasmid
NODE_644_length_1414_cov_1.63723_ID_73502	1414	Chromosome
NODE_645_length_1413_cov_1.90869_ID_73504	1413	Plasmid
NODE_646_length_1413_cov_2.27099_ID_73506	1413	Chromosome
NODE_647_length_1412_cov_2.15549_ID_72930	1412	Chromosome
NODE_648_length_1409_cov_2.47046_ID_73508	1409	Chromosome
NODE_649_length_1408_cov_2.22247_ID_72344	1408	Chromosome
NODE_650_length_1407_cov_1.76923_ID_71594	1407	Chromosome
NODE_651_length_1407_cov_2.71672_ID_73510	1407	Chromosome
NODE_652_length_1406_cov_1.76018_ID_72246	1406	Chromosome
NODE_653_length_1404_cov_1.62861_ID_73516	1404	Plasmid
NODE_654_length_1404_cov_2.10082_ID_73518	1404	Chromosome
NODE_655_length_1403_cov_1.70326_ID_73520	1403	Chromosome
NODE_656_length_1403_cov_2.09273_ID_73522	1403	Plasmid
NODE_657_length_1403_cov_2.09273_ID_73524	1403	Plasmid
NODE_658_length_1398_cov_2.2137_ID_73526	1398	Chromosome
NODE_659_length_1396_cov_1.90977_ID_72256	1396	Plasmid
NODE_660_length_1395_cov_1.86194_ID_73528	1395	Chromosome
NODE_661_length_1393_cov_1.79821_ID_73530	1393	Chromosome
NODE_662_length_1391_cov_2.20659_ID_73532	1391	Chromosome
NODE_663_length_1389_cov_1.74213_ID_73534	1389	Chromosome
NODE_664_length_1386_cov_44.8475_ID_73536	1386	Plasmid
NODE_665_length_1385_cov_2.09925_ID_72004	1385	Chromosome
NODE_666_length_1382_cov_2.17784_ID_72722	1382	Chromosome
NODE_667_length_1381_cov_2.26546_ID_73030	1381	Plasmid
NODE_668_length_1378_cov_2.26002_ID_72044	1378	Plasmid
NODE_669_length_1377_cov_1.89561_ID_72958	1377	Chromosome
NODE_670_length_1376_cov_2.08781_ID_73538	1376	Chromosome
NODE_671_length_1374_cov_1.82487_ID_72514	1374	Chromosome
NODE_672_length_1373_cov_2.06904_ID_73540	1373	Plasmid
NODE_673_length_1373_cov_2.70713_ID_71464	1373	Chromosome
NODE_674_length_1372_cov_2.09947_ID_73542	1372	Chromosome
NODE_675_length_1370_cov_1.97719_ID_73544	1370	Chromosome
NODE_676_length_1369_cov_2.59361_ID_73546	1369	Plasmid
NODE_677_length_1369_cov_2.34018_ID_71796	1369	Chromosome
NODE_678_length_1368_cov_2.19573_ID_72820	1368	Chromosome
NODE_679_length_1368_cov_2.45697_ID_73548	1368	Chromosome
NODE_680_length_1368_cov_21.0107_ID_73550	1368	Plasmid
NODE_681_length_1366_cov_2.24638_ID_73552	1366	Plasmid
NODE_682_length_1366_cov_1.87414_ID_72298	1366	Chromosome
NODE_683_length_1364_cov_2.64935_ID_73554	1364	Plasmid
NODE_684_length_1363_cov_1.9763_ID_73556	1363	Chromosome
NODE_685_length_1362_cov_2.13542_ID_72604	1362	Chromosome
NODE_686_length_1359_cov_2.00613_ID_73558	1359	Chromosome
NODE_687_length_1359_cov_1.80598_ID_73560	1359	Plasmid
NODE_688_length_1353_cov_2.35516_ID_72190	1353	Chromosome
NODE_689_length_1351_cov_2.09105_ID_71692	1351	Chromosome
NODE_690_length_1350_cov_2.47413_ID_73574	1350	Chromosome
NODE_691_length_1348_cov_2.45166_ID_72070	1348	Chromosome
NODE_692_length_1348_cov_2.39753_ID_73580	1348	Plasmid
NODE_693_length_1348_cov_33.4323_ID_73582	1348	Plasmid
NODE_694_length_1342_cov_1.88267_ID_73588	1342	Plasmid
NODE_695_length_1342_cov_2.18881_ID_73590	1342	Plasmid
NODE_696_length_1342_cov_2.78166_ID_73592	1342	Chromosome
NODE_697_length_1341_cov_2.34059_ID_73594	1341	Chromosome
NODE_698_length_1338_cov_2.35853_ID_73596	1338	Chromosome
NODE_699_length_1337_cov_2.09672_ID_73598	1337	Plasmid
NODE_700_length_1335_cov_2.07266_ID_73600	1335	Chromosome
NODE_701_length_1335_cov_2.09453_ID_73602	1335	Chromosome
NODE_702_length_1334_cov_1.87412_ID_73604	1334	Plasmid
NODE_703_length_1333_cov_2.67919_ID_71574	1333	Chromosome
NODE_704_length_1333_cov_1.76526_ID_73606	1333	Chromosome
NODE_705_length_1333_cov_1.63928_ID_73608	1333	Chromosome
NODE_706_length_1332_cov_2.13234_ID_73614	1332	Chromosome
NODE_707_length_1330_cov_2.21725_ID_72150	1330	Chromosome
NODE_708_length_1330_cov_2.92706_ID_73616	1330	Chromosome
NODE_709_length_1329_cov_2.27473_ID_73618	1329	Chromosome
NODE_710_length_1328_cov_1.6033_ID_73620	1328	Chromosome
NODE_711_length_1326_cov_1.95594_ID_73622	1326	Chromosome
NODE_712_length_1325_cov_2.13701_ID_73624	1325	Chromosome
NODE_713_length_1324_cov_2.55477_ID_73626	1324	Chromosome
NODE_714_length_1323_cov_2.01577_ID_71782	1323	Plasmid
NODE_715_length_1323_cov_4.12855_ID_72076	1323	Plasmid
NODE_716_length_1320_cov_1.99051_ID_72912	1320	Chromosome
NODE_717_length_1320_cov_1.85692_ID_73052	1320	Chromosome
NODE_718_length_1319_cov_2.36392_ID_73632	1319	Chromosome
NODE_719_length_1318_cov_2.15835_ID_72266	1318	Plasmid
NODE_720_length_1314_cov_1.91978_ID_73638	1314	Plasmid
NODE_721_length_1309_cov_2.13078_ID_73640	1309	Chromosome
NODE_722_length_1309_cov_1.88198_ID_72320	1309	Chromosome
NODE_723_length_1307_cov_1.98403_ID_73646	1307	Chromosome
NODE_724_length_1307_cov_1.95527_ID_72978	1307	Chromosome
NODE_725_length_1306_cov_2.44045_ID_72134	1306	Plasmid
NODE_726_length_1306_cov_2.32534_ID_73648	1306	Chromosome
NODE_727_length_1304_cov_2.19376_ID_73650	1304	Chromosome
NODE_728_length_1299_cov_2.71383_ID_73660	1299	Chromosome
NODE_729_length_1298_cov_1.7329_ID_72230	1298	Plasmid
NODE_730_length_1298_cov_2.28319_ID_73662	1298	Plasmid
NODE_731_length_1295_cov_1.72016_ID_73664	1295	Plasmid
NODE_732_length_1294_cov_2.31719_ID_73666	1294	Chromosome
NODE_733_length_1293_cov_2.57754_ID_73668	1293	Plasmid
NODE_734_length_1293_cov_26.2803_ID_73670	1293	Chromosome
NODE_735_length_1293_cov_2.42649_ID_73672	1293	Chromosome
NODE_736_length_1292_cov_2.13985_ID_73674	1292	Chromosome
NODE_737_length_1292_cov_2.78011_ID_73676	1292	Plasmid
NODE_738_length_1290_cov_2.08016_ID_72974	1290	Chromosome
NODE_739_length_1287_cov_2.15503_ID_72228	1287	Chromosome
NODE_740_length_1287_cov_1.74351_ID_73682	1287	Chromosome
NODE_741_length_1286_cov_2.01787_ID_73684	1286	Chromosome
NODE_742_length_1286_cov_2.26239_ID_73686	1286	Chromosome
NODE_743_length_1284_cov_1.98617_ID_73688	1284	Chromosome
NODE_744_length_1284_cov_2.59154_ID_73690	1284	Plasmid
NODE_745_length_1283_cov_1.97394_ID_73692	1283	Plasmid
NODE_746_length_1282_cov_2.03749_ID_73694	1282	Plasmid
NODE_747_length_1280_cov_1.88408_ID_71698	1280	Plasmid
NODE_748_length_1276_cov_2.12121_ID_72260	1276	Chromosome
NODE_749_length_1275_cov_2.24098_ID_72010	1275	Plasmid
NODE_750_length_1275_cov_2.87213_ID_73244	1275	Chromosome
NODE_751_length_1274_cov_2.58901_ID_73700	1274	Chromosome
NODE_752_length_1273_cov_2.02053_ID_72938	1273	Plasmid
NODE_753_length_1268_cov_1.61995_ID_73702	1268	Plasmid
NODE_754_length_1268_cov_1.77576_ID_73704	1268	Chromosome
NODE_755_length_1268_cov_2.72877_ID_71482	1268	Chromosome
NODE_756_length_1267_cov_2.4637_ID_73706	1267	Chromosome
NODE_757_length_1264_cov_2.45492_ID_73712	1264	Chromosome
NODE_758_length_1262_cov_1.98674_ID_73714	1262	Plasmid
NODE_759_length_1262_cov_2.01408_ID_72590	1262	Plasmid
NODE_760_length_1261_cov_2.59204_ID_72934	1261	Chromosome
NODE_761_length_1261_cov_35.791_ID_73716	1261	Chromosome
NODE_762_length_1260_cov_1.85726_ID_72268	1260	Chromosome
NODE_763_length_1257_cov_2.03161_ID_73722	1257	Plasmid
NODE_764_length_1256_cov_1.75021_ID_72262	1256	Chromosome
NODE_765_length_1255_cov_1.61333_ID_73730	1255	Chromosome
NODE_766_length_1254_cov_1.94662_ID_73732	1254	Chromosome
NODE_767_length_1253_cov_2.51753_ID_73734	1253	Chromosome
NODE_768_length_1253_cov_2.02588_ID_71908	1253	Chromosome
NODE_769_length_1251_cov_2.24247_ID_73736	1251	Plasmid
NODE_770_length_1251_cov_2.10452_ID_73738	1251	Plasmid
NODE_771_length_1250_cov_1.74895_ID_73740	1250	Chromosome
NODE_772_length_1249_cov_2.17672_ID_73742	1249	Chromosome
NODE_773_length_1249_cov_2.06868_ID_73744	1249	Chromosome
NODE_774_length_1247_cov_1.45302_ID_73746	1247	Chromosome
NODE_775_length_1245_cov_2.39328_ID_72092	1245	Chromosome
NODE_776_length_1243_cov_1.90993_ID_73748	1243	Chromosome
NODE_777_length_1241_cov_1.88364_ID_73750	1241	Plasmid
NODE_778_length_1240_cov_1.8616_ID_73752	1240	Chromosome
NODE_779_length_1240_cov_2.03291_ID_72740	1240	Chromosome
NODE_780_length_1240_cov_2.76878_ID_73178	1240	Plasmid
NODE_781_length_1239_cov_2.38682_ID_73112	1239	Chromosome
NODE_782_length_1238_cov_2.19358_ID_71900	1238	Chromosome
NODE_783_length_1238_cov_2.34404_ID_73754	1238	Chromosome
NODE_784_length_1236_cov_2.32769_ID_73756	1236	Plasmid
NODE_785_length_1235_cov_2.23051_ID_73758	1235	Plasmid
NODE_786_length_1232_cov_2.29312_ID_73760	1232	Plasmid
NODE_787_length_1231_cov_2.33418_ID_73070	1231	Chromosome
NODE_788_length_1231_cov_2.31888_ID_73762	1231	Chromosome
NODE_789_length_1227_cov_1.94881_ID_73768	1227	Plasmid
NODE_790_length_1227_cov_2.2773_ID_73066	1227	Chromosome
NODE_791_length_1227_cov_2.32765_ID_71994	1227	Plasmid
NODE_792_length_1226_cov_2.47822_ID_73774	1226	Plasmid
NODE_793_length_1225_cov_1.44017_ID_73776	1225	Chromosome
NODE_794_length_1224_cov_1.79726_ID_72676	1224	Plasmid
NODE_795_length_1220_cov_2.41631_ID_72280	1220	Plasmid
NODE_796_length_1218_cov_1.86586_ID_71980	1218	Chromosome
NODE_797_length_1218_cov_2.27773_ID_72254	1218	Chromosome
NODE_798_length_1218_cov_2.30353_ID_73782	1218	Plasmid
NODE_799_length_1216_cov_2.23342_ID_73784	1216	Chromosome
NODE_800_length_1215_cov_2.49224_ID_73786	1215	Plasmid
NODE_801_length_1213_cov_2.64594_ID_73788	1213	Plasmid
NODE_802_length_1212_cov_1.82887_ID_73790	1212	Chromosome
NODE_803_length_1211_cov_2.06142_ID_73792	1211	Chromosome
NODE_804_length_1210_cov_1.88571_ID_72088	1210	Chromosome
NODE_805_length_1209_cov_2.96187_ID_73794	1209	Chromosome
NODE_806_length_1208_cov_25.719_ID_73796	1208	Plasmid
NODE_807_length_1207_cov_1.95226_ID_73798	1207	Chromosome
NODE_808_length_1207_cov_2.36024_ID_73800	1207	Chromosome
NODE_809_length_1205_cov_2.14_ID_73802	1205	Plasmid
NODE_810_length_1205_cov_1.97826_ID_73804	1205	Chromosome
NODE_811_length_1202_cov_2.03139_ID_73810	1202	Chromosome
NODE_812_length_1202_cov_2.63644_ID_73812	1202	Plasmid
NODE_813_length_1201_cov_1.69983_ID_73814	1201	Plasmid
NODE_814_length_1201_cov_2.26614_ID_73816	1201	Plasmid
NODE_815_length_1201_cov_2.47557_ID_73818	1201	Chromosome
NODE_816_length_1201_cov_2.30977_ID_71986	1201	Chromosome
NODE_817_length_1200_cov_54.7834_ID_73824	1200	Plasmid
NODE_818_length_1198_cov_1.60717_ID_73830	1198	Chromosome
NODE_819_length_1198_cov_2.10849_ID_73832	1198	Plasmid
NODE_820_length_1197_cov_2.12172_ID_71642	1197	Chromosome
NODE_821_length_1195_cov_1.92544_ID_71694	1195	Chromosome
NODE_822_length_1195_cov_2.70526_ID_72458	1195	Chromosome
